City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
83,gamba,-2.65,10.0,28.58,70,100,3.97,GA,1681135189
84,port alfred,-33.5906,26.891,18.99,66,3,5.81,ZA,1681135190
85,fethiye,36.6217,29.1164,17.93,69,9,4.13,TR,1681135190
86,fairbanks,64.8378,-147.7164,-17.88,75,0,0.0,US,1681134900
87,geraldton,-28.7667,114.6,20.23,60,100,5.66,AU,1681135081
88,halifax,44.6453,-63.5724,12.05,41,1,2.24,CA,1681134953
89,georgetown,5.4112,100.3354,29.96,83,20,1.03,MY,1681135191
90,chokurdakh,70.6333,147.9167,-22.55,96,93,3.65,RU,1681135191
91,mount gambier,-37.8333,140.7667,11.32,81,72,0.89,AU,1681135192
92,quatre cocos,-20.2078,57.7625,25.06,83,100,2.41,MU,1681135192
93,kushima,31.4583,131.2333,14.99,77,94,2.83,JP,1681135192
94,kaeo,-35.1,173.7833,14.07,95,12,2.93,NZ,1681135193
95,jiangyou,31.7667,104.7167,19.99,62,100,2.02,CN,1681135193
96,codrington,-38.2667,141.9667,13.46,79,100,3.2,AU,1681135193
97,fallon,39.4735,-118.7774,7.93,66,0,1.54,US,1681135192
98,alofi,-19.0595,-169.9187,24.94,94,40,2.06,NU,1681135194
99,half moon bay,37.4636,-122.4286,12.79,86,100,5.66,US,1681135034
100,mount isa,-20.7333,139.5,15.87,59,85,0.0,AU,1681135194
101,nidzica,53.3605,20.4275,14.77,49,47,1.83,PL,1681135195
102,bredasdorp,-34.5322,20.0403,16.38,57,99,7.52,ZA,1681135195
103,pisco,-13.7,-76.2167,23.9,83,80,2.06,PE,1681135195
104,tocopilla,-22.092,-70.1979,23.52,65,6,3.29,CL,1681135195
105,tuktoyaktuk,69.4541,-133.0374,-19.0,84,75,3.09,CA,1681135196
106,mujiayingzi,42.1167,118.7833,8.72,27,46,11.09,CN,1681135196
107,crotone,39.0851,17.1178,11.34,78,89,5.12,IT,1681135197
108,jamestown,42.097,-79.2353,9.45,55,0,2.06,US,1681135198
109,ketchikan,55.3422,-131.6461,2.26,93,100,4.12,US,1681135198
110,hermanus,-34.4187,19.2345,16.56,61,98,6.78,ZA,1681135198
111,mataura,-46.1927,168.8643,11.38,98,100,0.81,NZ,1681135199
112,sao jose da coroa grande,-8.8978,-35.1478,27.84,72,94,3.28,BR,1681135199
113,carnarvon,-24.8667,113.6333,22.45,63,4,6.34,AU,1681135200
114,haicheng,40.8516,122.7475,12.09,73,100,2.64,CN,1681135201
115,namatanai,-3.6667,152.4333,26.66,80,100,5.19,PG,1681135218
116,bathsheba,13.2167,-59.5167,29.34,65,75,9.77,BB,1681135220
117,chulman,56.8479,124.9104,-9.13,95,100,0.73,RU,1681135223
118,lavrentiya,65.5833,-171.0,-30.75,98,5,2.94,RU,1681135224
119,dingle,10.9995,122.6711,24.93,72,100,3.2,PH,1681135225
120,provins,48.5833,3.1667,17.62,68,100,6.27,FR,1681135226
121,ostrovnoy,68.0531,39.5131,1.66,87,100,9.56,RU,1681135227
122,kaitangata,-46.2817,169.8464,13.19,99,100,1.44,NZ,1681135227
123,sabang,5.8933,95.3214,28.87,71,88,2.46,ID,1681135228
124,formosa,-26.1775,-58.1781,29.98,55,20,1.03,AR,1681135228
125,baykalovo,57.3981,63.7684,2.32,40,86,5.39,RU,1681135229
126,yumen,40.2833,97.2,11.46,23,100,0.99,CN,1681135229
127,prince rupert,54.3161,-130.3201,4.83,87,100,11.32,CA,1681135230
128,suslovo,56.2167,88.1167,2.4,76,100,6.86,RU,1681135230
129,kruisfontein,-34.0033,24.7314,17.71,73,75,12.51,ZA,1681135231
130,solnechnyy,50.7214,136.6319,1.66,75,52,1.35,RU,1681135231
131,busselton,-33.65,115.3333,18.48,70,37,13.89,AU,1681135239
132,aljezur,37.3191,-8.8033,15.85,82,71,8.09,PT,1681135242
133,naze,28.3667,129.4833,17.51,64,2,4.87,JP,1681135189
134,tasiilaq,65.6145,-37.6368,2.09,99,100,3.45,GL,1681135243
135,touros,-5.1989,-35.4608,28.76,70,100,4.38,BR,1681135090
136,talcahuano,-36.7167,-73.1167,15.82,77,75,0.51,CL,1681135244
137,muros,42.7762,-9.0603,17.3,76,100,4.01,ES,1681135245
138,luwuk,-0.9516,122.7875,26.39,82,7,2.93,ID,1681135246
139,laguna,38.421,-121.4238,14.62,89,0,0.0,US,1681135247
140,tongliao,43.6125,122.2653,12.87,56,100,10.33,CN,1681135247
141,port hardy,50.6996,-127.4199,7.0,100,75,2.57,CA,1681135248
142,clyde river,70.4692,-68.5914,-24.87,77,0,1.03,CA,1681135249
143,lukulu,-14.3707,23.242,26.59,60,100,1.51,ZM,1681135250
144,whitehorse,60.7161,-135.0538,-0.57,69,75,4.12,CA,1681135212
145,flin flon,54.7682,-101.865,-0.09,86,75,0.0,CA,1681135214
146,bagan,54.1001,77.6646,5.92,52,6,4.45,RU,1681135251
147,pierre,44.3683,-100.351,7.38,69,84,0.45,US,1681135206
148,hobart,-42.8794,147.3294,11.7,89,100,5.14,AU,1681135057
149,longyearbyen,78.2186,15.6401,-1.09,74,75,6.17,SJ,1681135252
150,mahebourg,-20.4081,57.7,25.16,94,75,0.0,MU,1681135253
151,broome,42.2506,-75.833,10.75,50,6,0.89,US,1681135253
152,tiksi,71.6872,128.8694,-27.78,100,31,0.78,RU,1681135254
153,cabo san lucas,22.8909,-109.9124,22.51,48,0,0.0,MX,1681135254
154,borogontsy,62.6683,131.1683,-13.05,93,77,2.97,RU,1681135254
155,aklavik,68.2191,-135.0107,-14.0,78,100,6.17,CA,1681135255
156,pangkalanbuun,-2.6833,111.6167,23.82,94,100,1.07,ID,1681135255
157,araouane,18.9048,-3.5265,34.77,10,90,5.96,ML,1681135255
158,saldanha,-33.0117,17.9442,20.03,68,0,4.75,ZA,1681135255
159,nsukka,6.8561,7.3927,33.96,40,100,3.47,NG,1681135256
160,bonthe,7.5264,-12.505,29.49,65,79,3.74,SL,1681135256
161,ambon,-3.6954,128.1814,26.08,89,20,2.57,ID,1681135257
162,burayevo,55.8407,55.4083,6.17,54,86,5.83,RU,1681135257
163,urumqi,43.801,87.6005,11.53,26,0,2.0,CN,1681135093
164,avera,33.194,-82.5271,10.86,51,100,6.15,US,1681135258
165,marawi,7.9986,124.2928,19.72,93,100,0.6,PH,1681135259
166,barrow,71.2906,-156.7887,-22.99,77,100,3.6,US,1681135259
167,ambilobe,-13.2,49.05,26.16,84,93,2.08,MG,1681135260
168,la ronge,55.1001,-105.2842,5.14,60,20,3.09,CA,1681135261
169,bethel,41.3712,-73.414,11.9,56,9,0.45,US,1681135262
170,norman wells,65.282,-126.8329,-4.98,86,100,4.12,CA,1681135262
171,praya,14.9215,-23.5087,26.3,47,20,9.77,CV,1681135263
172,san fernando,15.0286,120.6898,29.85,70,100,1.62,PH,1681135264
173,souillac,-20.5167,57.5167,25.21,94,75,0.0,MU,1681135266
174,faya,18.3851,42.4509,21.06,46,0,6.2,SA,1681135267
175,cordoba,-31.4135,-64.1811,26.9,60,0,0.51,AR,1681135112
176,kavieng,-2.5744,150.7967,25.59,88,100,6.31,PG,1681135269
177,koubia,11.5833,-11.9,34.45,27,96,1.19,GN,1681135269
178,anta,25.15,76.3,33.2,12,100,1.55,IN,1681135270
179,valleyview,55.0667,-117.2859,0.02,74,21,3.6,CA,1681135271
180,vangaindrano,-23.35,47.6,25.33,79,2,2.33,MG,1681135272
181,rocha,-34.4833,-54.3333,25.0,53,5,1.6,UY,1681135272
182,thompson,55.7435,-97.8558,-0.91,80,75,1.03,CA,1681135214
183,olinda,-8.0089,-34.8553,29.85,66,75,4.63,BR,1681135274
184,lebu,-37.6167,-73.65,17.12,79,100,1.24,CL,1681135275
185,cassilandia,-19.1133,-51.7342,25.36,70,100,2.78,BR,1681135058
186,ayagoz,47.9714,80.4392,7.09,38,100,0.97,KZ,1681135258
187,champerico,14.3,-91.9167,23.3,63,0,1.96,GT,1681135276
188,yar-sale,66.8333,70.8333,-14.38,90,100,5.99,RU,1681135276
189,hualmay,-11.0964,-77.6139,25.26,78,66,4.42,PE,1681135277
190,conde,-7.2597,-34.9075,29.7,70,40,6.17,BR,1681135135
191,mogadishu,2.0371,45.3438,29.93,79,40,5.14,SO,1681135215
192,orlik,52.5178,99.825,-13.12,87,71,2.28,RU,1681135281
193,abha,18.2164,42.5053,20.9,49,40,8.23,SA,1681135281
194,ancona,43.55,13.1667,14.11,57,14,5.66,IT,1681135281
195,hasaki,35.7333,140.8333,15.22,68,96,9.9,JP,1681135131
196,sitka,57.0531,-135.33,-0.43,83,100,2.5,US,1681135282
197,santa isabel do rio negro,-0.4139,-65.0192,25.23,85,100,1.1,BR,1681135282
198,high level,58.5169,-117.136,3.06,65,40,2.57,CA,1681135284
199,kapuskasing,49.4169,-82.4331,8.05,61,100,6.17,CA,1681135022
200,djibo,14.1022,-1.6306,40.34,9,15,4.14,BF,1681135285
201,bengkulu,-3.8004,102.2655,25.49,82,93,1.21,ID,1681135287
202,ilulissat,69.2167,-51.1,-2.99,93,100,1.54,GL,1681135288
203,lompoc,34.6391,-120.4579,15.32,100,0,1.54,US,1681135288
204,salalah,17.0151,54.0924,28.29,67,0,3.05,OM,1681135289
205,nerja,36.7585,-3.8873,32.1,44,78,1.34,ES,1681135289
206,verkhnevilyuysk,63.4453,120.3167,-18.25,97,100,1.51,RU,1681135292
207,phan thiet,10.9333,108.1,26.76,80,85,4.94,VN,1681135292
208,pevek,69.7008,170.3133,-30.09,100,93,2.56,RU,1681135292
209,meulaboh,4.1363,96.1285,26.17,82,88,1.16,ID,1681135293
210,harper,4.375,-7.7169,29.09,68,100,3.8,LR,1681135294
211,saint george,37.1041,-113.5841,11.33,50,0,2.57,US,1681135274
212,kloulklubed,7.0419,134.2556,27.28,75,100,6.65,PW,1681135294
213,sfantu gheorghe,45.8667,25.7833,13.09,48,88,1.14,RO,1681135295
214,ulaangom,49.9811,92.0667,-4.68,61,12,1.81,MN,1681135296
215,khatanga,71.9667,102.5,-20.38,100,100,2.09,RU,1681135296
216,sal rei,16.1833,-22.9167,25.11,50,40,7.2,CV,1681135296
217,garmsar,35.2182,52.3409,26.67,16,89,1.91,IR,1681135297
218,constitucion,-35.3333,-72.4167,18.95,62,100,0.92,CL,1681135297
219,iqaluit,63.7506,-68.5145,-23.15,77,20,1.03,CA,1681135297
220,alyangula,-13.8483,136.4192,27.32,79,100,3.27,AU,1681135297
221,quelimane,-17.8786,36.8883,30.97,70,20,4.63,MZ,1681135298
222,kandrian,-6.2167,149.55,24.97,91,100,2.44,PG,1681135298
223,vieira de leiria,39.8695,-8.9324,23.25,60,40,6.17,PT,1681135299
224,atuona,-9.8,-139.0333,27.05,77,3,6.73,PF,1681135211
225,roma,43.2128,-75.4557,12.27,49,6,0.99,US,1681135299
226,provideniya,64.3833,-173.3,-24.12,96,57,2.33,RU,1681135299
227,pekan,3.4836,103.3996,28.06,80,93,2.75,MY,1681135300
228,conceicao da barra,-18.5933,-39.7322,28.58,62,100,5.41,BR,1681135300
229,mayo,38.8876,-76.5119,12.97,43,0,2.06,US,1681135300
230,gushikawa,26.3544,127.8686,20.0,68,20,5.14,JP,1681135301
231,bandarbeyla,9.4942,50.8122,28.78,70,42,6.1,SO,1681135301
232,amarpur,25.0333,86.9,31.27,11,3,3.63,IN,1681135301
233,la serena,-29.9078,-71.2542,14.73,94,75,1.54,CL,1681135161
234,sioux lookout,50.1001,-91.917,2.04,80,40,1.54,CA,1681135302
235,santa pola,38.1917,-0.5658,23.61,70,0,4.12,ES,1681135303
236,gillette,44.2911,-105.5022,8.81,62,4,1.34,US,1681135205
237,angoche,-16.2325,39.9086,28.17,74,23,3.2,MZ,1681135303
238,havoysund,70.9963,24.6622,4.13,85,100,8.59,NO,1681135303
239,esperance,-33.8667,121.9,20.3,57,15,4.22,AU,1681135304
240,fort nelson,58.8053,-122.7002,0.77,50,20,2.57,CA,1681135304
241,baruun-urt,46.6806,113.2792,-6.25,33,100,12.79,MN,1681135305
242,topeka,39.0483,-95.678,15.83,72,75,5.14,US,1681135024
243,taoudenni,22.6783,-3.9836,34.18,11,24,6.42,ML,1681135305
244,nanortalik,60.1432,-45.2371,1.05,90,100,2.03,GL,1681135306
245,necochea,-38.5473,-58.7368,15.47,56,16,7.21,AR,1681135018
246,riyadh,24.6877,46.7219,32.08,7,100,2.51,SA,1681135306
247,nampula,-15.1165,39.2666,30.97,51,40,1.54,MZ,1681135306
248,makakilo city,21.3469,-158.0858,22.05,87,75,2.57,US,1681135307
249,malanje,-9.5402,16.341,22.83,88,100,2.05,AO,1681135307
250,kislovodsk,43.9133,42.7208,12.8,76,100,6.8,RU,1681135307
251,kaili,-3.4626,120.2147,19.2,88,40,1.94,ID,1681135308
252,naro moru,-0.1676,37.0213,19.72,61,96,2.26,KE,1681135308
253,ntungamo,-0.8833,29.65,28.27,47,99,1.53,UG,1681135308
254,san rafael,-34.6177,-68.3301,17.57,53,24,5.99,AR,1681135309
255,chapais,49.7834,-74.8492,3.88,80,51,5.26,CA,1681135309
256,hofn,64.2539,-15.2082,6.01,87,100,3.6,IS,1681135309
257,ugoofaaru,5.6667,73.0,28.83,72,10,4.64,MV,1681135150
258,noshiro,40.2039,140.0242,9.58,91,73,3.71,JP,1681135310
259,karratha,-20.7377,116.8463,29.02,37,74,5.96,AU,1681135310
260,haines junction,60.7522,-137.5108,-5.03,80,81,1.54,CA,1681135311
261,puerto madryn,-42.7692,-65.0385,10.56,55,100,4.82,AR,1681135311
262,havre-saint-pierre,50.2334,-63.5986,2.2,64,0,3.09,CA,1681135312
263,kodiak,57.79,-152.4072,-6.95,63,0,6.17,US,1681135312
264,taiobeiras,-15.8078,-42.2331,28.04,50,100,3.13,BR,1681135312
265,shiraz,29.6036,52.5388,25.69,15,20,2.06,IR,1681135313
266,ayr,55.4627,-4.6339,13.51,71,20,6.69,GB,1681135313
267,murgab,37.4966,61.9714,22.93,27,0,3.09,TM,1681135314
268,lasa,46.6166,10.7002,15.38,41,96,1.01,IT,1681135314
269,luderitz,-26.6481,15.1594,23.8,37,0,11.78,NA,1681135179
270,huilong,31.8111,121.655,15.52,86,100,8.01,CN,1681135120
271,walvis bay,-22.9575,14.5053,19.05,52,1,5.13,NA,1681135315
272,elizabeth city,36.2946,-76.2511,12.25,70,0,1.34,US,1681135299
273,healdsburg,38.6105,-122.8692,13.42,94,2,0.91,US,1681135316
274,martil,35.6166,-5.2752,30.98,35,0,4.12,MA,1681135316
275,sistranda,63.7256,8.834,10.98,77,100,3.88,NO,1681135316
276,nagato,34.3833,131.2,11.95,80,73,3.24,JP,1681135317
277,ondjiva,-17.0667,15.7333,31.76,27,89,3.71,AO,1681135317
278,tokur,53.1333,132.9,-4.49,96,100,1.78,RU,1681135318
279,la palma,33.8464,-118.0467,16.84,94,100,0.45,US,1681135318
280,caravelas,-17.7125,-39.2481,26.97,79,92,6.3,BR,1681135318
281,mehamn,71.0357,27.8492,2.97,87,75,9.26,NO,1681135319
282,yerbogachen,61.2767,108.0108,-21.84,98,63,0.8,RU,1681135319
283,tezu,27.9167,96.1667,23.94,40,34,2.05,IN,1681135319
284,emba,48.8264,58.1442,14.36,36,28,3.37,KZ,1681135320
285,bereda,43.2686,-7.5406,18.97,63,100,2.93,ES,1681135320
286,griffith,41.5284,-87.4237,14.1,47,0,3.6,US,1681135321
287,alenquer,-1.9417,-54.7383,26.45,88,89,1.19,BR,1681135321
288,tuatapere,-46.1333,167.6833,13.09,96,100,0.86,NZ,1681135324
289,esik,43.3552,77.4525,12.68,82,100,3.46,KZ,1681135324
290,ucluelet,48.9329,-125.5528,5.17,92,100,3.01,CA,1681135325
291,samarai,-10.6167,150.6667,27.39,79,100,2.74,PG,1681135326
292,san patricio,28.017,-97.5169,21.02,85,91,2.74,US,1681135326
293,waldshut-tiengen,47.6232,8.2172,19.17,59,100,1.76,DE,1681135326
294,talnakh,69.4865,88.3972,-27.11,99,16,1.4,RU,1681135327
295,abu samrah,35.3029,37.1841,25.96,31,55,1.81,SY,1681135327
296,terrace bay,48.7834,-87.1,1.82,100,100,2.0,CA,1681135327
297,rabaul,-4.1967,152.1721,26.07,83,100,2.22,PG,1681135328
298,hami,42.8,93.45,14.23,15,0,3.32,CN,1681135328
299,mbulu,-3.85,35.5333,24.72,39,99,3.74,TZ,1681135329
300,payo,-3.7508,103.6372,23.58,96,100,0.73,ID,1681135329
301,santo tomas,14.1079,121.1414,27.14,88,100,2.43,PH,1681135329
302,atherton,53.5237,-2.4935,13.19,89,100,1.34,GB,1681135329
303,amalapuram,16.5833,82.0167,26.79,70,0,2.55,IN,1681135330
304,niksar,40.5917,36.9517,17.2,66,51,4.58,TR,1681135330
305,ancud,-41.8697,-73.8203,13.89,98,100,1.67,CL,1681135332
306,kralendijk,12.15,-68.2667,25.56,88,7,8.8,BQ,1681135332
307,payerne,46.822,6.9361,17.9,47,100,3.66,CH,1681135333
308,gravdal,68.1214,13.5031,7.94,49,0,3.6,NO,1681135333
309,barcelos,41.5388,-8.6151,19.4,61,98,4.27,PT,1681135160
310,totness,5.8833,-56.3167,28.81,67,100,4.13,SR,1681135334
311,yarada,17.65,83.2667,31.18,58,20,2.06,IN,1681135334
312,lewisville,33.0462,-96.9942,16.9,86,75,3.09,US,1681135335
313,khash,28.2211,61.2158,25.44,13,28,5.44,IR,1681135335
314,rancagua,-34.1708,-70.7444,15.92,39,0,0.51,CL,1681135300
315,sovetskiy,61.3614,63.5842,-4.99,86,100,3.61,RU,1681135336
316,thinadhoo,0.5333,72.9333,28.68,67,86,2.92,MV,1681135336
317,mabaruma,8.2,-59.7833,27.84,64,99,2.12,GY,1681135337
318,vardo,70.3705,31.1107,1.99,87,100,7.72,NO,1681135337
319,nuuk,64.1835,-51.7216,0.34,74,75,5.14,GL,1681135338
320,oyama,36.3,139.8,18.1,55,100,1.7,JP,1681135315
321,vestmannaeyjar,63.4427,-20.2734,4.55,93,75,4.12,IS,1681135338
322,ust-nera,64.5667,143.2,-21.31,99,100,0.79,RU,1681135339
323,adrar,20.5022,-10.0711,34.14,14,58,9.09,MR,1681135340
324,okha,53.5739,142.9478,-7.67,87,15,4.03,RU,1681135340
325,biak,-0.9131,122.8766,24.96,84,7,2.02,ID,1681135341
326,torrington,41.8007,-73.1212,11.86,47,8,1.34,US,1681135342
327,carutapera,-1.195,-46.02,27.54,84,97,0.9,BR,1681135342
328,chipinge,-20.1883,32.6236,25.17,60,99,1.83,ZW,1681135343
329,pacific grove,36.6177,-121.9166,11.97,89,0,0.45,US,1681135344
330,mastic beach,40.7668,-72.8521,11.97,56,0,6.26,US,1681135213
331,vagur,61.4732,-6.8119,6.64,89,100,5.9,FO,1681135345
332,brae,60.3964,-1.353,7.87,91,100,11.64,GB,1681135346
333,hambantota,6.1241,81.1185,28.19,89,20,2.06,LK,1681135346
334,tam ky,15.5667,108.4833,24.02,94,88,3.09,VN,1681135347
335,vao,-22.6667,167.4833,25.61,83,0,2.74,NC,1681135347
336,calvia,39.5657,2.5062,23.56,56,53,1.79,ES,1681135259
337,sorland,67.667,12.6934,5.92,76,0,5.53,NO,1681135348
338,antalaha,-14.9003,50.2788,26.78,76,24,3.17,MG,1681135349
339,zhigansk,66.7697,123.3711,-27.33,87,56,1.07,RU,1681135349
340,temiscaming,46.7212,-79.0971,6.73,57,99,2.57,CA,1681135350
341,wendelstein,49.3536,11.1483,16.54,44,0,5.66,DE,1681135350
342,korla,41.7597,86.1469,15.79,29,100,2.5,CN,1681135230
343,san cristobal,7.7669,-72.225,21.1,49,17,2.22,VE,1681135351
344,rawson,-43.3002,-65.1023,11.63,48,99,5.57,AR,1681135351
345,kanor,24.4333,74.2667,32.2,15,89,2.71,IN,1681135351
346,maxixe,-23.8597,35.3472,29.9,66,20,5.14,MZ,1681135352
347,khipro,25.8285,69.3772,34.43,20,99,5.74,PK,1681135352
348,malinyi,-8.9333,36.1333,28.54,75,40,1.21,TZ,1681135353
349,kavaratti,10.5669,72.642,28.59,68,5,1.48,IN,1681135353
350,port moresby,-9.4431,147.1797,23.68,94,20,2.57,PG,1681135353
351,nijar,36.9665,-2.206,16.8,77,0,3.09,ES,1681135354
352,katsuura,35.1333,140.3,16.62,70,96,10.22,JP,1681135354
353,caraz,-9.0486,-77.81,19.69,62,48,1.26,PE,1681135354
354,wahpeton,46.2652,-96.6059,2.74,100,0,2.57,US,1681135354
355,evensk,61.95,159.2333,-7.14,56,100,9.89,RU,1681135355
356,kizukuri,40.8061,140.3861,11.64,79,80,3.67,JP,1681135355
357,valparaiso,-33.0393,-71.6273,19.13,67,0,1.54,CL,1681135146
358,takoradi,4.8845,-1.7554,30.22,66,100,4.87,GH,1681135356
359,cayenne,4.9333,-52.3333,25.02,94,75,1.54,GF,1681135356
360,westport,41.1415,-73.3579,12.83,53,6,0.89,US,1681135356
361,vicksburg,32.3526,-90.8779,12.85,100,100,0.0,US,1681135211
362,maridi,4.9158,29.4742,35.87,24,96,2.25,SS,1681135357
363,kolokani,13.5728,-8.0339,34.73,24,99,2.92,ML,1681135357
364,acari,-15.4311,-74.6158,25.41,70,71,2.56,PE,1681135358
365,chalmette,29.9427,-89.9634,17.78,78,100,2.57,US,1681135358
366,nouakchott,18.0858,-15.9785,27.96,60,64,6.46,MR,1681135358
367,lagos,6.5833,3.75,34.18,54,78,3.8,NG,1681134697
368,gombong,-7.6072,109.5142,25.27,88,96,0.92,ID,1681135359
